Detalle del Correo	VALIDACION 1	CODIGO 1
Sra Marcela no quiero ser mas una molestia para ud me podria decir que pasa si me va a poder apoyar con mi proyecto o no por favor ,este mensaje es sin animo de presionar solo saber a que atenerme  gracias  y buen dia  guillermo	11	1
El 5 de Enero envié un reclamo por esta plataforma y solicité el cambio de mi ejecutiva de cuenta. La plataforma indica que en 24 horas se contactarán conmigo y 5 días más tarde aún nadie me resuelve mi problema.  Necesito el cambio de ejecutivo a la brevedad, para poder continuar con la obtención del producto que requiero en el banco.  Además solicité específicamente se me contacte por mail ya que me encuentro fuera del país.  Espero a más tardar mañana tener solucionado este tema.  Atte  Johan	11	3
Buenas tardes,  hace varios días que estoy tratando de comunicarme con mi ejecutiva y no he tenido éxito. adicionalmente en la mesa central de indicaron un fono equivocado. agradeceré contactarme al 974317445 Gracias	11	2
Quiero hacer un reclamo formal por la ejecutiva del banco security, ya que desde que ella se presentó prometió al abrir cuenta corriente con una linea de sobre giro por el monto de $15.000.000, firme y comento que estaba todo listo. Hoy despues de un año necesite usar la linea de credito, me dice que no esta autorizada por que a ella se le olvido hacer los tramites correspondientes y sale con el seguro de gravamen.  No lo puedo creer que el banco pueda tener personal tan negligente.    tengo un 	11	1
Estimada  le envié un correo con fecha 26 de junio y 4 de julio, ninguno me lo respondió  le reitero mi consulta:  Le cuento que revisando mi cta cte, tengo un cobro por el plan y la comisión, siendo que tengo 3 pagos automáticos cobrados a mi tarjeta y un abono mensual de $1.360.000  Podría por favor ver que pasa.  Gracias   	11	2
Estimada Carolina, solicite un aumento de línea de crédito hace dos semanas y nunca recibi ni llamada de vuelta como tampoco un mail suyo con una respuesta a mi solicitud.  Le solicito me responda por favor.	11	1
Claudia, no he tenido respuesta a mi correo enviado hace ya una semana. Agradeceré tu atención. Sds.	11	2
Alejandra,  No me has dado noticias con mi requierimiento. Por favor, cuentame en que estamos.	11	1
En el mes de febrero solicite el cambio de la tarjeta de crédito por vencimiento de ella en abril y que sea entregada en la sucursal de providencia, santiago, la ejecutiva de cuenta me solicita que la llame a mediados de marzo,en dicha fecha me dice que no hay problema que a fines de marzo me llegara automáticamente donde la había solicitado.  Solicite que quería la tarjeta antes del 1 abril, pero no tuve respuesta positiva de Uds.  En el día de hoy me llaman por teléfono del banco para decirme 	11	1
Estimados, Desde el 26/Dic que estoy pidiendo a mi ejecutivo Sr. René Castañeda un crédito para la construcción de 2a vivienda.  Como no tuve respuesta en 2 meses, el 03/Marzo volví a insistir. Me respondió el 05/Marzo que revisarían los antecedentes para aprobación, pero no volví a tener noticias.  El 22/marzo recibí una oferta (imagino automatizada) de mi ejecutivo, respecto de un crédito de consumo por una tasa web, que no tenía relación con mi solicitud. Ese mismo día volví a insistir por mi	11	1
hola aun no me contactan para poder cambiar mi plata de fondos mutuos a deposito a plazo slds 	11	1
Espero que el Vale vista que fue devuelto por mal endoso, de lo que nunca se me dio aviso como correspondería a un banco serio, y que fue nuevamente depositado el día de ayer, se haga efectivo el día de hoy.	11	4
Estimada Pamela, Martes y jueves le envíe una consulta por correo en relación a un crédito y aun no he recibido ninguna respuesta suya. A casi una semana para responder un correo, me parece que el servicio entregado no es el mejor.	11	1
Estimados, a mi ejecutiva Ivonne Martinez nunca la puedo localizar al teléfono, le envío email sobre solicitudes de créditos y no me responde. Por favor necesito un cambio de ejecutiva. Gracias. Saludos.	11	3
Ejecutiva María Soledad Osorio no responde correos ni teléfono. Llevo más de un mes esperando respuesta a una solicitud.	11	1
Por error hice un abono a mi tarjeta de $ 3 miilones y no estaba disponible el saldo, la llamé para anularlo y me dicen que no está y nadie me puede ayudar. Además respecto de mi alzamiento, usted me dijo que me higa a informar por mail, durante el día de ayer, el estado de ese trámite, no he recibido ningún mail suyo. atte. Sergio Vergara	11	2
Gabriela, este es el tercer correo que te envio solicitamdo los pasos a seguir para cerrar mi cuenta en el banco.  Espero una respuesta lo antes posible.	11	2
Solicito por favor puedan cambiarme de ejecutiva de cuentas.  En este período estoy en período de liquidación de mis productos por eso necesito alguien que entienda de la materia y de respuestas oportunas y correctyas  muchas gracias	11	3
Buenas tardes, hace más de un mes que solicite mediante mi ejecutiva (correo electrónico), información respecto de un supuesto canje de puntos security, sin embargo, y hasta ahora no he recibido información ni respuesta alguna de lo consultado. Solicito a ustedes aclarar en que momento y con que producto hice canje de puntos. espero oportuna respuesta. Muchas gracias. 	11	1
Hola PAmela, He estado tratando de contactarte para pedir una cotización de crédito hipotecario sin conseguir respuesta de tu parte. Te encargo el contacto. Saludos,	11	2
Estimados, muy buenos días  Quiero manifestar mi malestar por el mal servicio que la ejecutiva Daniela Sotomayor me ha dado, exijo un cambio de ejecutiva ya que ha partir de correos y llamadas telefónicas no he recibido ni respuesta ni ayuda con mi cuenta. como ejemplo el 30.08.2018 le escribí parta consultar por un cobro en la tarjeta de crédito por 25.706 siendo que con el crédito de consumo la deuda quedaría en $0 y resulta que solo hoy  30.10.18 es decir después de dos meses me responden que	11	3
Estimada, en correo anterior informé sobre mi decisión de cerrar la cuenta, a la fecha aun no tengo respuesta a mis consultas, le solicito que con urgencia me responda lo consultado.  Por otra parte, solicito me indiquen , ya que tampoco he tenido respuesta a esto CÓMO DEBO HACER PARA QUE MI MARIDO RETIRE MI TARJETA MASTER CARD , es necesario un poder notarial ?.  Agradezco me informe a la brevedad posible. Además le informo que haré el reclamo por todas estas situaciones que aún no me responde 	11	1
Le hice un requerimiento simple a mi ejecutiva de cuentas hace más de 1 mes. Me contestó que estaba solucionado pero no fue así...he insistido en el tema pero ya ni siquiera me contesta los correos.  Por favor solicito que me cambien a la ejecutiva de cuentas por alguien que al menos me conteste los correos.  Le pedí el nombre de su supervisora y tampoco me ha entregado dicha información...	11	2
Estimados, solicito cambio de ejecutiva ya que con el actual equipo no he tenido una buena comunicación. No han considerado mis solicitudes ni requerimientos.   Cómo se procede?   Saludos cordiales.   	11	3
Llevo dos días escribiéndole a la ejecutiva porque quiero que acelere los pagos de la tarjeta de crédito y cerrar la cuenta corriente y sencillamente decidió dejar de responder.	11	1
Gabriela,  Hace unas semanas aparecio un protesto por un cheque y nadie me aviso para poder reaccionar rapidamente, no me entere de esta situación hasta que revise mi cartola varios dias despues, el tema ya lo regularice con el portador del cheque y esta en mi poder.  Agradecere me puedas indicar cuales son los proximos pasos, debo llevarlo al banco, informar a alguien, etc??? Dado que no tengo experiencia en estos temas quisiera saber que se hace en estos casos.   Quedo atenta, 	11	4
Estimados Sres. Tras un mes de haber solicitado la ampliación de mi crédito hipotecario vía correo electrónico, no he tenido respuesta satisfactoria, habiendo llenado los papeles para la evaluación y a pesar de que el actual crédito hipotecario lo mantengo con el mismo Banco Security. Por lo anterior solicito a la brevedad cambio de ejecutivo para evaluar la permanencia de mi actual crédito hipotecario en este banco, ya que actualmente dado que no he tenido respuesta de parte de mi ejecutiva est	11	3
Caroline,  Ahora que ya pagaste las cuotas no te pega mi mora para tus metas.  NO TENGO DE DONDE VOLVER A ABONAR. FAVOR DAME UNA RESPUESTA SOBRE EL REFINANCIAMIENTO.  SALUDOS Nury	11	1
Hola, he enviado varios correos, desde hace semanas o meses, consultando por mi linea de credito !!! que paso ?? no tengo respuestas de nadie.... gracias.	11	2
Marcela te llamè directamente a tu telefono para que me cargues la cuota impaga del 5 de septiembre ayer no pudiste a las 15.50 porque te ibas  ahora me dijiste que llegabas a las 15.30 y me desvias la llamada ...es muy lamentable ..una ejecutiva telefonica pedira la autorizacion para hacer el cargo	11	2
Hola Sandra  te envié el día 5/5/2018 correo con transferencia para el pago de crédito y todavía no lo pagan. Yo no pagare otro día de atraso. Favor ver si lo puedo hacer directo yo vía transferencia por favor. ya que si pago en fin de semana ustedes no me lo cargan hasta el lunes por ende dos dias mas de intereses. 	11	1
Estimados:  Junto con saludarlos, quisiera expresas mi molestia, debido a que ayer 24 de Septiembre del presente, mi ejecutiva, Pamela Quinsacara me envía un correo comunicándome del nuevo beneficio de Tarjeta Master que consiste en que desde el 13 al 30 de Septiembre se encuentra abierta para compras de cualquier tipo de 4 a 12 ctas sin intereses.  Resulta que me envía 10 días después del inicio de dicho beneficio, pudiendo haberlo aprovechado durante el fin de semana largo de Fiestas Patrias.Y	11	1
Compre un pasaje a barcelona en febrero de este año con mi tarjeta ONE , corroboré con la asistente de mi ejecutiva que el beneficio del seguro de viaje sin costo esta incluido y me reconfirmo que si. Viajo este 14 de Junio y hoy trate de gestionar la carta o certificado del seguro schengen , mastercad me dice que no puedo emitirlo, ya que yo no tengo tarjeta platinium o black. llamé 5 veces al call center del banco y 10 al de mastercad sin solución, de verdad que fue la peor experiencia que he 	11	2
He enviado 3 correos a ejecutiva y no responde. Favor revisar. gracias.	11	1
Carolina, la semana pasada te había solicitado cancelar el total de uno de mis créditos de consumo pero al día de hoy no se ha ejecutado, favor indicar si necesitas alguna acción mía o entender porqué no has podido realizar lo solicitado.  Gracias Carolina Ramírez M.	11	1
solicito cambio de ejecutivo tuve un problema con el cargo de PAC y me cobraron varios meses el cobro plan plus, siendo que mis pacs estaban ingresados correctamente y la respuesta fue que  era  un error en el sistema y tuve que imprimir completar formulario, enviarlo e invertir mas tiempo del necesario ( 1 click- online)   así mismo me hubiera gustado una forma mas proactiva  de resolver el tema ya que fui yo la que insistí hasta que se solucionara y finalmente la perjudicada ya que  se me cobr	11	3
Segundo reclamo y solicitud cambio ejecutivo. No puede ser que haga un reclamo y solicitud de cambio de ejecutivo, y me contacte la misma ejecutiva para ver cómo mejorar la comunicación.  Si solicito cambio, es evidente la solicitud, no?  Más encima agente que está copiada en emailno se pronuncia...pido que se contacte ejecutivo de retención para evaluar sucursales existentes o cierre de cuenta.	11	3
Estimados Banco Security,  Hace 13 días le escribí un correo electrónico a mi ejecutiva de cuentas, Pamela Decinti (pamela.decinti@security.cl), por un tema de una cuenta empresa. Sin embargo, desde ese entonces no he tenido ningún tipo de respuesta de parte de ella. También he tratado de comunicarme con ella a través de su teléfono, sin embargo, mismo resultado.  Favor solicito ayuda, no sé a quién más recurrir.   Muchas gracias Ignacio	11	1
BUENOS DÍAS, HACE UNOS DÍAS INGRESE UN DOCUMENTO PARA RENUNCIAR AL SEGURO DE DESGRAVAMEN Y SOLICITAR ASÍ LA DEVOLUCIÓN DE LAS PRIMAS, SIN EMBARGO NO HE TENIDO NINGUNA SEÑAL NI RESPUESTA RESPECTO DE MI SOLICITUD, LE AGRADECERÍA ENORMEMENTE VERIFICAR QUE EL TRÁMITE ESTÉ EN CURSO E INFORMARME POR FAVOR.  MUCHAS GRACIAS	11	1
Realice un prepago el dia 13 de septiembre de 2018 y a la fecha el dinero figura disponible en mi cuenta corriente. Necesito que ese prepago parcial al credito de consumo se realice mañana antes de las 11 hrs, de lo contrario ingresaré un reclamo formar a la sbif por incumplimiento de parte de ustedes. mi instruccion fue clara y he indicado varias veces a la ejecutiva que los fondos estan disponibles.  Espero que esto no sea por un tema de metas.	11	1
Estimados señores: Quisiera comentarles que en tres ocasiones dentro de este año he intentado contactar a mi ejecutiva por esta vía, no habiendo tenido respuesta de parte de ella en ninguna de estas instancias. Atentamente, Pamela Saavedra S.	11	1
He intentado un millón de veces comunicarme con mi ejecutivo y jamas hay respuesta! Pésima su atención.	11	2
Estoy hace más de tres meses esperando una cartola de los intereses cobrados en mi tarjeta de crédito ya que hace meses me cobran más de 80 mil pesos de intereses. Mi ejecutiva ya no responde mis mails sobre este tema y tampoco ha podido darme una solución y ya me parece que el plazo es más que imprudente. Será posible poder hablar con alguna jefatura o algo así? He llevado este reclamo al Sernac y a la Superintendencia de bancos para buscar una solución.  	11	1
Estimados   Quisiera  dar a conocer mi molestia hacia mi ejecutiva Myriam Illanes por falta de preocupación hacia mi persona  ya que el día jueves pasado fue protestado un cheque de 100.000 pesos.   El cheque fue cubierto ese mismo día a las 8:00 am, y desconociendo el  motivo por qué no se me aviso ni por vía telefónica ni a través de correo electrónico .  Sin embargo como se que es mi responsabilidad estar atenta a mi cuenta fue por ese el motivo que el Cheque fue cubierto a las 8:00 de la mañ	11	4
Estimados,  Hace más de un mes registré un reclamo por mi ejecutivo de cuentas. No he recibido ninguna respuesta. Me encuentro fuera del país, entiendo que por eso no se han podido comunicar conmigo por teléfono, pero ni siquiera recibí una respuesta por escrito. Estoy aun más decepcionada de su servicio.   Saludos	11	1
Hola, pedí un crédito, envié los papeles y se me aprobó. Firmé los documentos el viernes 2 de febrero y mi ejecutiva me dijo por teléfono que los fondos quedaban depositados esa misma noche. Estamos a martes 6 y todavía no hay nada, envié un mail y llamé a mi ejecutiva para saber qué pasó y me dicen que está de vacaciones. Dejo mensaje ayer en la tarde a su asistente hace 24 horas, y todavía no me contacta.	11	1
Mandé un mensaje a mi ejecutivo ayer y no tengo respuesta, favor ayuda.	11	2
estimada Macarena: mandé un mail la semana pasada donde preguntaba porque me estaban cobrando mantención de la linea de de credito  si no la uso. Como no la había pagado porque desconocía esto los interese van en 10.338 pesos , le dejé mensaje a tu reemplazante y cero respuesta. Por otro lado deseo cerrar la cuenta con ustedes pero tengo el hipotecario, se puede mantener solo el hipotecario? avísame a le brevedad por favor .  atte  Paula Picand T.	11	1
Le he escrito varias veces, le he mandado cosas para presentar una operacion a comite y no me ha respondido ni los correos. Por favor que se comunique conmigo. Gracias 	11	2
Cruz, Finalmente yo tuve que llamar a Transbank para que me dieran los detalles de la compra(fue fácil), me dieron todos los detalles y yo solucioné el problema directamente con ellos. Lamentable la falta de resolución de vuestros asistentes.  Saludos	11	1
Estimados Me clonaron tarjeta de crédito el 21 de junio Mi ejecutivo no se ha contactado conmigo Sólo he recibido contacto desde el área  comercial Deseo cambiar ejecutivo y que me abonen a la brevedad el monto clonado en mi tarjeta o en su defecto me indiquen la fecha precisa en que esto ocurrirá Necesito una explicación del Banco por escrito y no sólo contacto telefónico Atentamente  Carolina Rojas	11	3
Estimados, Requiero cambio de ejecutiva de cuentas, la actual es Gabriela Gallardo, muy mala gestión. Quedo atenta. Gracias vitoria 	11	3
Estimados, hice un reclamo a finales de Mayo relacionado al cobro de mis security pesos y sigo esperando respuesta a pesar de que estamos a mediados de Julio, osea más de 6 semanas para una resolución. Le dí seguimiento al tema con mi ejecutiva cuando ya ibamos en un mes y me dijo que eran los tiempos normales, lo cual me parece irracional. Me podrían indicar cual es el estatus de este reclamo.  Adicionalmente, quiero cerrar inmediatamente todos mis productos, como debo hacerlo.  Quedo atenta a 	11	1
Envié un mensaje solicitando ayuda con pago de tarjeta en dolares y aún no obtengo respuesta luego de 72 horas. Solicito que lo pagado en dolares sea abonado al cupo nacional, dado actualmente aparece con saldo negativo.	11	1
Pedí cerrar todos mis productos. Ya cerraron el caso y sigue abierta la tarjeta de crédito. Nadie me explica por qué. Mi ejecutivo me afirmo que este lunes 29 estaría todo cerrado pero continúo viendo la tarjeta activa en el sistema vía web.   por favor su respuesta y fecha de cuando estará esto cerrado. 	11	1
Buen día  He tratado de comunicarme vía e mail con mi ejecutiva pero no hay respuesta. Por favor responder lo antes posible. Saludos  Ives Bonvallet	11	2
Estimada Claudia:  Te escribo para comentarte que durante esta semana he solicitado en dos oportunidades la entrega de talonario de cheques y no he tenido respuesta alguna. Necesito urgente poder contar con nuevo talonario, si no es posible despacharlo a la dirección solicitada, por favor enviarlo a la sucursal de Presidente Riesco y yo lo retiro.  Atentamente,  Paola Abalos	11	1
Solicitud de cambio de Ejecutivo. No hay interacción ni tampoco respuestas oportunas a los requerimientos. Solicito el cambio o en su defecto el cierre de la cuenta. Muchas gracias.	11	3
Estimados servicio al cliente, Hace 5 semanas pedía a mi ejecutiva las transacciones realizadas a la cuenta (0760830003) del banco de Chile (Citi-Edwards), desde 2008 hasta el 2010. Ya que en línea la página web no tiene esa información, sólo desde el 2012 en adelante y sin especificaciones. Par mi es un asusto urgente ya que de ello depende la comprabación de pagos o no en un tiempo determinado. yo sé que estoy pidiendo información dentro del plazo de la norma (10 años de resguardo), pero ya ll	11	1
Estimada Mª Eleodora: Junto con saludarte, te cuento que Verónica Alarcón me estaba ayudando a solicitar un crédito de consumo. Es del caso que nunca más supe de ella, ya que nunca más contestó mis mails.  Por favor, tu ayuda.  Necesito pedirte un crédito de consumo para pagar la línea y la tarjeta.  Muchas gracias,  Luis Aróstegui	11	2
LLEVO AÑOS CON MI EJECUTIVA ANA MARIA COFRE S, ME LA CAMBIARON POR CATHERINE .VERA.HE PEDIDO NO CAMBIAR DE EJECUTIVA ESTOY MUY ACOSTUMBRADA CON ELLA POR 14 AÑOS,ES MUY EFICIENTE Y NOS ENTENDEMOS PERFECTO, ME LLAMO DEL BANCO UNA PERSONA CON ACENTO ARGENTINO ,LE EXPLIQUE LO MISMO. 	11	3
Hola. Te he enviado mails pero no contestas…	11	1
Buenas tardes, Necesito comunicarme con mi ejecutiva para cotizar un crédito hipotecario. Envié un email hace días pero no me han respondido. Quedo atento Andres 	11	1
Maria Soledad,  El miércoles 29/08 me quede esperando nuevamente su llamada y feedback  (usted quedo de devolver mi llamado).  Necesito que usted me dé una respuesta a la solicitud, ya que llevo esperando desde mediados de julio 2018, lo cual es bastante tiempo.   Saludos,  Hugo González Rosas	11	1
FAVOR SOLICITO A LA BREVEDAD CAMBIO DE EJECUTIVO A SUCURSAL PROVIDENCIA. GRACIAS  RAZONES MAS QUE CLARAS. VR RECLAMOS PREVIOS Y ANTEC EN UNIDAD DE CALIDAD Y TRANSPARENCIA  	11	3
Tamara insisto con mi consulta si queda pendiente algún cobro, para proceder al cierre definitivo de mi . saludos,  Angélica Quezada E.	11	1
Estimada Sra. Kathia, aún no he tenido respuesta a mis inquietudes. De acuerdo a lo acordado le envié un correo con las observaciones.  Quedo atento a sus comenatriso	11	1
Hola:  Llevo más de dos semanas esperando para que me den una respuesta por el reclamo número 520826. Si van a estar jugando con mi dinero mínimo espero una respuesta de vuestra parte para saber por qué lo están haciendo. ¿Qué están esperando, que salga un reportaje en la televisión o en el diario para recién reaccionar?  El servicio que dan es pésimo y ni hablar de los procesos de seguimientos de reclamos. Fue un error venirme al Security.	11	1
Ingrese un reclamo hace días y aun no me contactan 	11	1
buenas tardes Manuel Valenzuela hace mas de un mes que le solicite una solución o entregar información de porque fui eliminada mi pac de los servicios de aguas andina, enel  y metro gas , debido a que no he tenido respuesta . solicito el cambio de ejecutivo mi antiguo ejecutivo era MARIA SOLEDAD RAGGA actualmente en Vitacura atte  Nelson Alberto Pérez 	11	3
Reclamo por no respuesta respecto de mi seguro de fraude.  Laamados reiterados a ejecutiva sin respuesta.   Requerimientos por email y nada.   Cerrado este capítulo evalúo cerrar cuenta corriente.   Fuad Halabi Riffo 9306065-2 	11	1
Estimados, la semana pasada fui a sucursal a cambiar mi correo e-mail. hoy el correo aparece cambiado pero la direcccion que ingresaron esta erronea.  dice : PALEGRIAG@YAHYOO.COM debe decir: PALEGRIAG@YAHOO.COM  favor corregir e informar cuando queda corregido. ya que no puedo ir nuevamente a la sucursal a corregir este error del banco  Saludos, Patricio Alegria F: 8 156 4103	14	3
Pamela estoy esperando respuesta por reclamo ya han pasado 3 semanas y no he tenido ninguna respuesta del Banco.  Mi linea de crédito esta utilizada en $64.000 y no he tenido respuesta del motivo dado que mi cuenta no tiene costos de comisión y yo no la he utilizado.  Espero respuesta Angélica Hermosilla	14	3
Hola estimada. Te cuento que en la mañana pasé por el Banco, pues el fin de semana me robaron mis documentos. Todos menos la tarjeta de débito. Y la niña que me atendió en el mesón bloqueó por error esa tarjeta. Me dijo que pediría un desbloqueo o algo por el estilo.  Usted sabe que se puede hacer?  Mi idea era solo recuperar la tarjeta de crédito y la de transferencias,  Pero ahora creo que me quedé sin la única tarjeta que tenía en mi poder.  Existe alguna solución en el corto plazo?? Cómo con	14	3
Estimada Maria Paz  El dia 7 del mes de Diciembre  estuve en el Banco y formalic[e el reclamo por el consumo internacional que me efecturaon durante los meses de diciembre 2017 y enero 2018. Recib[i el correo de recepcion del reclamo pero no he tenido ninguna noticia al respecto. Envie un correo aconsultando pero no hubo respuesta.  Pordrias pro favor averiguar que paso con mi reclamo? Gracias	14	3
Estimados, escribo porque me contestó la solicitud anterior Paola Santelices (de la unidad de reclamos) respecto de una compra duplicada que fue automáticamente anulada. Respondo su correo con una consulta respecto de la deuda en dolares (los montos variaron de un día para otro y envié los respaldos) con copia a la unidad de reclamos el 18/07, reitero mi consulta el 23/07 y hoy 25/07 sigo sin respuesta. Siendo la unidad de reclamos, me parece insólito!! agradecería alguien se haga cargo de mi co	14	3
María Victoria, revisé mi cuenta y me fijé que aún no me descuentan lo del crédito de consumo, tengo la idea que era los días 5, me preocupa un poco la situación, favor verificar.  gracias y saludos.	14	3
fui a la sucursal el Golf para ver si podia retirar mi tarjeta de débito con el comprobante del registro civil ya que lo tengo extraviado, me hicieron esperar 40 minutos , puesto que debía mi ejecutiva validar si era yo a través de una llamada telefónica, en ningún momento se me preguntó si andaba con mi teléfono por lo que fue una completa pérdida de tiempo. Pésima atención recibida por Carla Fuentes y Cinthia De Giovanni 	14	3
Estimado Nicolas desde hace un mes fui a la sucursal de los Cobres a buscar chequeras, la respueta fue las vamos a pedir venga la otra semana, fui y me contestaron que tu te ibas a comunicar telefonicamente y me las enviarias al domicilio cosa que aun no sucede si fueras tan amable puedes darme una solucion. agradecida saluda atte. Patricia Dagach.E	14	3
Estimados, el día 18 de enero quise comprar las entradas para ver a mi artista favorito Jamiroquai, que se presenta en el festival de viña, dos días antes me había dirigido al banco para cambiar mi tarjeta de coordenadas, que nunca me había fallado , pero que por antiguedad se habían borrado los números. En el mesón de atención al cliente, me entregan una nueva tarjeta, y me dicen que queda operativa el mismo día. Al querer ocuparla el 18, para comprar mis ENTRADAS, no lo logro, con los tres int	14	3
El dia Miércoles 3 deposité un vale vista para el pago de mis productos y a la fecha no se realiza, me informan que el vale vista salió devuelto cosa que es imposible, trabajo en  Banco y nunca se devuelve un vale vista ya que se emite contra los fondos, necesito que me restituyan el interés  de la linea de crédito cobrado desde el día jueves al día que se dignen a pagar mis productos. la cuota de mi crédito está en mora producto del no pago. exijo una respuesta lo antes posible. Mi ejecutiva no	14	3
Estimada Gabriela,  El lunes solicite a través del call center del banco me indicaran el procedimiento para solicitar el pago completo de mi crédito de consumo y linea de crédito y si existía algún descuento por el pago completo y anticipado.  Hasta la fecha, no tengo respuesta alguna, por lo que te pido me puedas ayudar.  Gracias y quedo atenta.    	14	3
Victoria  Aun estoy a la espera del cierre de mi cuenta corriente personal en el banco y del cambio de ejecutivo solicitado	14	3
Buenos días presente documentos el mes de julio y aun no tengo respuesta a lo solicitado hablando por lo menos una vez por semana con diferentes personas a través del numero de mi ejecutivo con la respuesta que devolveremos el llamado sin tener ninguna respuesta me parece una falta de respeto.  Ariel Segovia	14	3
Estimada Pamela,   Buenas tardes, te escribo para consultar el canal formal para presentar un reclamo al banco respecto a la gestión del ejecutivo que esta viendo mi tema del crédito hipotecario. La persona involucrada reenvió un correo a su jefe directo editando una de sus respuestas en el correo precedente lo cual me parece muy poco serio y delicado ya que está faltando a la verdad.   Me interesa presentarlo de la forma mas formal posible ya que esto no lo puedo dejar pasar.   Gracias,  Marcel	14	3
Ingrid:   Favor necesito respuesta que esta pendiente desde el 8 de Mayo. Solicitud: Certificados ley 20130 para los creditos que actualmente tengo con el banco:   Rut: 13.064619-0 Hipotecario Fines Generales   Favor me confirmas por favor, la fecha que me habían dado era el 12 de mayo. Gracias PDA	14	3
Estimados, En oficina de Lyon realice una corrección al cambio de email hace más de una semana, lo habían escrito mal y aún no veo el cambio, me diejron que estaría listo en la tarde de ese día y NADA. ¿tanto cuesta corregir un email? Espero quede corregido HOY.  Atte.  Hijidio Jara M.  	14	3
Encuentro insólito que tenga que ir tres veces al banco por una emisión de tarjetas de crédito... y más insólito aún que después que me las entregaron, me manden un mail diciéndome  que tengo que volver a ir porque a la señorita que entrega las tarjetas se le olvidó hacerme firmar un papel y que por eso no se podían activar las tarjetas. Solicito capacitar a sus trabajadores en las ventanillas de atención al cliente de viña del mar, para que hagan su trabajo de manera eficaz y no pasen estas cos	14	3
Me parece inaceptable tener que esperar casi 2 horas para que me puedan atender en la sucursal de Agustinas 621, desde las 12:25 hasta las 14:15 esperando. Ahora que me atienden y me tienen que entregar los Vale Vista se deben contactar con diferentes ejecutivas y todas en colación. Que terrible, primer contacto con el banco como cliente y fue PÉSIMO, TERRIBLE!!! sin ser exagerado, creo que fue mala opción cambiarme de Banco, estoy completamente decepcionado y en la primera interacción con Secur	14	3
EL DIA 20 DE DICIEMBRE FUI AL A SUCURSAL ESTORIL PARA EMITIR UN CHEQUE EN DOLARES ,TRAS UNA HORA Y TRES FUNCIONARIOS(EN ATENCION AL CLIENTE) QUE NO SABIAN COMO HACERLO  ME HAN DICHO "MEJOR HAGALO EN SU SUCURSAL" ASI ME COMUNIQUE CON  DÑA MARCELA  QUE COMO SIEMPRE EMPATICA ME OFRECIO AYUDA EN EL TEMA LLEGUE DE FUERA DE CHILE ESTE LUNES Y AUN NO TENGO SOLUCION  NO TENGO QUEJA ALGUNA CONTRA EL PERSONAL DE STA MARIA DE MANQUEHUE SOLO ESTIMA Y AGRADECIMIENTO,SIEMPRE HA SIDO ASI  SOLO LAMENTO QUE DEBA	14	3
Buenos días, necesito una respuesta por mis puntos security,,, desde la semana pasada que estoy comunicandome y nadie me ha contestado	14	3
llamé al callcenter el miercoles 06 para solicitar una nueva tarjeta redcompra y me acerqué a la oficina el viernes , y me indicaron que nunca fue solicitado, perdí el tiempo y viaje en ir a la sucursal y más dias sin la tarjeta redcompra. Dejé un reclamo por escrito de esta situación el 08/06 y no fue respondido al dia de hoy.	15	2
Buenos días, llevo semanas tratando de ver mis cuentas inscritas, sale bloqueado, se intento con otros navegadores y tampoco. Me comunique con Box,se envía correo y sin respuesta aún.  	15	4
Solicité orientacion a mi ejecutiva (María José), quien se encuentra de vacaciones y me respondió Paulina Tudela, ella con mucha voluntad y buena disposición indicó a M. Soledad Auger Court (reemplazo de Pamela Vargas) que me orientara, después de dos o tres correos indicó que no podía ayudar, que la información la tenía Paulina, quien nuevamente con muy buena disposición le indicó y aclaró mayormente lo que yo solicitaba... después de una semana aun no tengo respuesta de M. Soledad Auger Court,	15	4
El día de hoy tengo 4 llamadas perdidas del banco y ABSOLUTAMENTE ningún correo electrónico.  Me parece una vergüeza, que estén llamando de esa manera. La idea de que el banco tenga mi teléfono es para cosas importantes, no para tratar de venderme productos anexos, a los que yo tengo.  Parecen multitienda llamando de esa forma.	15	1
Cobros indebidos, que debieron haberse regularizados. Cerraré la cuenta y productos asociados	15	4
Estimados, favor solicito entrevista con agente de sucursal libertad de Viña del Mar.	15	98
Cómo es posible que un día viernes a las 14 horas no haya quién me atienda una consulta telefónica porque las ejecutivas se fueron a almorzar y de ahí se van. Ayer me dijeron, expresamente en el banco, que atienden hasta las 15 horas el día viernes.  Muy mala atención para clientes. Es incomprensible!!!!	15	4
Estimados: Llevo 7 meses solicitando el envío de un talonario de cheques.  Finalmente y después de muchos problemas logísticos internos del banco y sus ejecutivos, hoy se me vino a dejar a mi lugar de trabajo.  Llegó una persona muy maleducada gritando, exigiendo que me apure en recibir el documento y exigiendo documentos a cambio que no se me había informado que debía entregar.  Mientras averiguaba con mi ejecutiva, la persona se fue con mi talonario abierto. ESTO ES MUY GRAVE, ya que es eviden	15	98
Estimados,  Vengo en hacer ver que, lamentablemente he quedado con un muy mal concepto de servicios del banco, ya que siendo la primera vez que solicito, un producto o servicios como ustedes lo denominen, no he tenido la respuesta que esperaba de una institución como la que hacen ver que es.  El tema en cuestion, es que hace bastante tiempo, solicite la evaluación de un crédito hipotecario, el cual a la fecha no he tenido respuesta, además de tener que ser yo como cliente el que este llamando pa	15	5
ESTIMADA AYER PEDI VENDER USD 1500.00  Y ESTO NO OCURRIO ....	15	5
